Cites	Authors	Title	Year	Source	Publisher	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	ArticleURL	FullTextURL	RelatedURL	search_batch	Abstract - Relevant?	Unique?	AUT? (Does the study include new AUT data?)	Lefties? (Were at least 3 lefties given the AUT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
52	S Dahlman, P Bäckström, G Bohlin…	Cognitive abilities of street children: Low-SES Bolivian boys with and without experience of living in the street	2013	Child …	Taylor &Francis	https://scholar.google.com/scholar?cites=12554463518210010703&as_sdt=2005&sciodt=2007&hl=en	21	2023-05-25T13:58:21Z	NA	10.1080/09297049.2012.731499	NA	NA	NA	NA	NA	NA	52	5.2	13	4	10	… ), vision (see a detail from 1.5 m distance), handedness (as observed), and ability to write (… , p <.001, on the Alternative Uses Task. There were no significant differences between the …	https://www.tandfonline.com/doi/abs/10.1080/09297049.2012.731499	https://www.tandfonline.com/doi/pdf/10.1080/09297049.2012.731499	https://scholar.google.com/scholar?q=related:Ty6CrA1qOq4J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
3	NM Ismail, M Moriyanti, D Yusnida	Divergent Thinking in a Standardized Test	2019	Indonesian Journal of …	journal.uniku.ac.id	https://scholar.google.com/scholar?cites=15700067113162929978&as_sdt=2005&sciodt=2007&hl=en	23	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	3	0.75	1	3	4	In dealing with standardized tests, including TOEFL test, there is a common propensity for test-takers to adopt convergent thinking which is a cognitive process in retrieving a pre-…	https://journal.uniku.ac.id/index.php/IJLI/article/view/1979	https://journal.uniku.ac.id/index.php/IJLI/article/download/1979/1464	https://scholar.google.com/scholar?q=related:OnfeXdvX4dkJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
29	KC Aberg, KC Doell, S Schwartz	The “Creative Right Brain” revisited: Individual creativity and associative priming in the right hemisphere relate to hemispheric asymmetries in reward brain function	2017	Cerebral Cortex	academic.oup.com	https://scholar.google.com/scholar?cites=10259035078493273220&as_sdt=2005&sciodt=2007&hl=en	27	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	29	4.83	10	3	6	… , was estimated in 42 healthy participants using an alternative uses task (AUT) and a remote … of neurological or psychological disorders, right-handedness, and being a native French …	https://academic.oup.com/cercor/article-abstract/27/10/4946/3056450	https://academic.oup.com/cercor/article-pdf/27/10/4946/19832398/bhw288.pdf	https://scholar.google.com/scholar?q=related:hPzclwxqX44J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
27	F Munoz-Rubke, D Olson, R Will, KH James	Functional fixedness in tool use: Learning modality, limitations and individual differences	2018	Acta psychologica	Elsevier	https://scholar.google.com/scholar?cites=7955488919379393468&as_sdt=2005&sciodt=2007&hl=en	29	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	27	5.4	7	4	5	… test we used to assess creativity (ie Alternative Uses Task), as it required participants to freely … In contrast to the Alternative Uses Task, mechanical problem solving requires the search …	https://www.sciencedirect.com/science/article/pii/S0001691818301793	https://www.sciencedirect.com/science/article/pii/S0001691818301793	https://scholar.google.com/scholar?q=related:vDsqrgWTZ24J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
76	S Jaarsveld, A Fink, M Rinner, D Schwab, M Benedek…	Intelligence in creative processes: An EEG study	2015	Intelligence	Elsevier	https://scholar.google.com/scholar?cites=13614038626571187302&as_sdt=2005&sciodt=2007&hl=en	32	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	76	9.5	13	6	8	… They had normal or corrected-to-normal vision, gave written informed consent, and most were right-handed (two participants were left-handed, as determined by self-report). This study …	https://www.sciencedirect.com/science/article/pii/S0160289615000173	https://www.sciencedirect.com/science/article/pii/S0160289615000173	https://scholar.google.com/scholar?q=related:ZvQ4JwDI7rwJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
9	MT Bartossek, J Kemmerer, TT Schmidt	Altered states phenomena induced by visual flicker light stimulation	2021	PloS one	journals.plos.org	https://scholar.google.com/scholar?cites=9401577608233291094&as_sdt=2005&sciodt=2007&hl=en	33	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	9	4.5	3	3	2	… All sessions consisted of an assessment of mood changes (pre to post) with the Positive and Negative Affect Schedule [23] and divergent thinking with the Alternative Uses Task [24]. …	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0253779	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0253779	https://scholar.google.com/scholar?q=related:Vg0D4wUdeYIJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
0	J Pena, M Muthalib, A Sampedro…	Enhancing Creativity With Combined Transcranial Direct Current and Random Noise Stimulation of the Left Dorsolateral Prefrontal Cortex and Inferior Frontal Gyrus	2023	The Journal of …	Wiley Online Library	NA	34	2023-05-25T13:58:21Z	NA	10.1002/jocb.562	NA	NA	NA	NA	NA	NA	0	0	0	4	1	… There were no restrictions on gender or handedness of participants. Before taking part in the experiment, all participants fulfilled a screening questionnaire for tES contra-indications, …	https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.562	https://onlinelibrary.wiley.com/doi/pdf/10.1002/jocb.562	https://scholar.google.com/scholar?q=related:MEqeN_UQJhAJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
10	C Lewis	The relationship between improvisation and cognition	2012	NA	uhra.herts.ac.uk	https://scholar.google.com/scholar?cites=13069171231515482918&as_sdt=2005&sciodt=2007&hl=en	35	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	10	0.91	10	1	11	… An extensive investigation was also carried out investigating the scoring of method of the Alternative Uses Task (AUT; Guilford, 1957b). Furthermore, the level of cognitive load as a …	http://uhra.herts.ac.uk/handle/2299/8890	https://uhra.herts.ac.uk/bitstream/handle/2299/8890/05107372%2520Lewis%2520Carine%2520-%2520final%2520PhD%2520submission.pdf?sequence=1	https://scholar.google.com/scholar?q=related:Jhs82_0FX7UJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
4	ME Webb, DR Little, SJ Cropper	Unusual uses and experiences are good for feeling insightful, but not for problem solving: contributions of schizotypy, divergent thinking, and fluid reasoning, to insight …	2021	Journal of Cognitive Psychology	Taylor &Francis	https://scholar.google.com/scholar?cites=9191878336062666117&as_sdt=2005&sciodt=2007&hl=en	36	2023-05-25T13:58:21Z	NA	10.1080/20445911.2021.1929254	NA	NA	NA	NA	NA	NA	4	2	1	3	2	… To achieve high scores in divergent thinking flexibility during an alternative uses task, an individual must inihibit the typical use of an object, and switch between diverse categories of …	https://www.tandfonline.com/doi/abs/10.1080/20445911.2021.1929254	https://www.tandfonline.com/doi/pdf/10.1080/20445911.2021.1929254	https://scholar.google.com/scholar?q=related:hbWfX6UckH8J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
21	H Pick, M Lavidor	Modulation of automatic and creative features of the Remote Associates Test by angular gyrus stimulation	2019	Neuropsychologia	Elsevier	https://scholar.google.com/scholar?cites=11693897558262120615&as_sdt=2005&sciodt=2007&hl=en	38	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	21	5.25	11	2	4	… (2010) demonstrated higher activation in the left AG while participants were engaged in a creativity task (Alternative uses task, AUT) whereas the right AG was more activated in an …	https://www.sciencedirect.com/science/article/pii/S0028393219300831	https://www.sciencedirect.com/science/article/pii/S0028393219300831	https://scholar.google.com/scholar?q=related:p4AFUN8RSaIJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
0	J Peña, A Sampedro…	Comparing transcranial direct current stimulation and transcranial random noise stimulation over left dorsolateral prefrontal cortex and left inferior frontal gyrus …	2022	Frontiers in Human …	search.proquest.com	NA	39	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	3	1	… We recruited 66 healthy and native Spanish speaking volunteers (aged 18 years or above) from the general population without restrictions on gender or handedness of participants. …	https://search.proquest.com/openview/669d51bda6eeb281c4f44eb6b2cde58e/1?pq-origsite=gscholar&cbl=4424408	https://search.proquest.com/openview/669d51bda6eeb281c4f44eb6b2cde58e/1?pq-origsite=gscholar&cbl=4424408	https://scholar.google.com/scholar?q=related:ObGRT0iHVlUJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
2	MT Bartossek, J Kemmerer, TT Schmidt	Altered states phenomena induced by visual flicker light stimulation	2020	NA	psyarxiv.com	https://scholar.google.com/scholar?cites=14417954812964597831&as_sdt=2005&sciodt=2007&hl=en	41	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	2	0.67	1	3	3	… All sessions consisted of an assessment of mood changes (pre to post) with the Positive and Negative Affect Schedule [23] and divergent thinking with the Alternative Uses Task [24]. …	https://psyarxiv.com/825nc/download?format=pdf	https://psyarxiv.com/825nc/download?format=pdf	https://scholar.google.com/scholar?q=related:R3BjRoPdFsgJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
0	J Guo, J Luo, Y An, T Xia	tDCS Anodal Stimulation of the Right Dorsolateral Prefrontal Cortex Improves Creative Performance in Real-World Problem Solving	2023	Brain Sciences	mdpi.com	NA	42	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	4	1	… One category comprises tasks that mainly rely on idea generation, such as the Alternative Uses Task (AUT). The AUT involves original or unusual ideas for presented stimuli, and is …	https://www.mdpi.com/2076-3425/13/3/449	https://www.mdpi.com/2076-3425/13/3/449	NA	AUT2	1	1	1	0		0		
15	YN Kenett, D Anaki, M Faust	Processing of unconventional stimuli requires the recruitment of the non-specialized hemisphere	2015	Frontiers in human neuroscience	frontiersin.org	https://scholar.google.com/scholar?cites=15680801259031436260&as_sdt=2005&sciodt=2007&hl=en	43	2023-05-25T13:58:21Z	HTML	10.3389/fnhum.2015.00032	NA	NA	NA	NA	NA	NA	15	1.88	5	3	8	… A few examples of various divergent thinking tasks are the alternative uses task (ie, what are the possible uses of a brick?), similarities between concepts (ie, how are carrot and potato …	https://www.frontiersin.org/articles/10.3389/fnhum.2015.00032/full	https://www.frontiersin.org/articles/10.3389/fnhum.2015.00032/full	https://scholar.google.com/scholar?q=related:5BsRJqplndkJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
4	G Sprugnoli, S Rossi, SL Liew, E Bricolo…	Enhancement of semantic integration reasoning by tRNS	2021	Cognitive, Affective, & …	Springer	https://scholar.google.com/scholar?cites=15956742580832526435&as_sdt=2005&sciodt=2007&hl=en	44	2023-05-25T13:58:21Z	HTML	10.3758/s13415-021-00885-x	NA	NA	NA	NA	NA	NA	4	2	1	5	2	… Finally, in a series of experiments applying 10 Hz-tACS (alpha frequency) on right temporal lobe in participants solving CRA, RAT, and an alternative uses task, Luft and colleagues …	https://link.springer.com/article/10.3758/s13415-021-00885-x	https://link.springer.com/article/10.3758/s13415-021-00885-x	https://scholar.google.com/scholar?q=related:Y2DfttW8cd0J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
0	EM Frith	Creativity in Motion: Examining the Impact of Meaningful Movement on Creative Cognition	2020	NA	search.proquest.com	NA	45	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	3	… For example, in the classic Alternative Uses Task, or AUT, individuals may be presented with the … AUT = Alternative Uses Task; DCCS = Dimensional Change Card Sort; EF = Executive …	https://search.proquest.com/openview/82b24a6c0efcd372002276d302f0da7c/1?pq-origsite=gscholar&cbl=51922&diss=y	https://search.proquest.com/openview/82b24a6c0efcd372002276d302f0da7c/1?pq-origsite=gscholar&cbl=51922&diss=y	https://scholar.google.com/scholar?q=related:z0pmRCo5hDgJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
1	A Koopman	Sleep's role in the reprocessing and restructuring of memory	2020	NA	orca.cardiff.ac.uk	https://scholar.google.com/scholar?cites=5358414464313697230&as_sdt=2005&sciodt=2007&hl=en	46	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	1	0.33	1	1	3	Sleep disconnects us from our external environment and puts us in a vulnerable state, yet it is surprisingly universal. This thesis looks at the cognitive functions of sleep; specifically, the …	https://orca.cardiff.ac.uk/id/eprint/137090/	https://orca.cardiff.ac.uk/id/eprint/137090/1/2020koopmanphd.pdf	https://scholar.google.com/scholar?q=related:zqO7sJDpXEoJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
0	LA Carriline	Do saccadic eye movements affect attentional control processes? A study of effects of eye movements on response inhibition and initiation	2013	NA	e-space.mmu.ac.uk	NA	47	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	10	… the performance of subjects on a on the Alternative Uses Task. This shows an increase in … However support for this is not found in all assessments of episodic memory as handedness …	https://e-space.mmu.ac.uk/576556/1/Carriline%20%28MMU%29.pdf	https://e-space.mmu.ac.uk/576556/1/Carriline%20%28MMU%29.pdf	https://scholar.google.com/scholar?q=related:6MEZuM_UTe0J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
77	TR Marron, Y Lerner, E Berant, S Kinreich…	Chain free association, creativity, and the default mode network	2018	Neuropsychologia	Elsevier	https://scholar.google.com/scholar?cites=6947828127457093108&as_sdt=2005&sciodt=2007&hl=en	48	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	77	15.4	15	5	5	… As discussed above, standard tasks used to measure creative thinking (eg, the Alternative Uses Task; see Section 2.3) tend to make no distinction between executive and associative …	https://www.sciencedirect.com/science/article/pii/S0028393218301118	https://www.sciencedirect.com/science/article/pii/S0028393218301118	https://scholar.google.com/scholar?q=related:9CWM6d6ka2AJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
6	L Wang, C Cao, X Zhou, C Qi	Spatial abilities associated with open math problem solving	2022	Applied Cognitive Psychology	Wiley Online Library	https://scholar.google.com/scholar?cites=1537944592317934671&as_sdt=2005&sciodt=2007&hl=en	49	2023-05-25T13:58:21Z	NA	10.1002/acp.3919	NA	NA	NA	NA	NA	NA	6	6	2	4	1	… The typical divergent problems were the alternative uses task, and to solve such problems, the … The relationship between nonclinical schizotypy and handedness on divergent and …	https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.3919	https://onlinelibrary.wiley.com/doi/pdf/10.1002/acp.3919	https://scholar.google.com/scholar?q=related:T-xXVXXgVxUJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	0		0		
