Cites	Authors	Title	Year	Source	Publisher	Abstract	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	FullTextURL	Abstract - Relevant?	Unique?	TTCT? (Does the study include new TTCT data?)	Lefties? (Were at least 3 lefties given the TTCT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
82	B Colombo, N Bartesaghi, L Simonelli…	The combined effects of neurostimulation and priming on creative thinking. A preliminary tDCS study on dorsolateral prefrontal cortex	2015	Frontiers in human …	frontiersin.org	… Participants’ creativity skills were assessed using the Product Improvement subtest from the Torrance Tests of Creative Thinking (TTCT). After 20 min of tDCS stimulation, participants …	https://www.frontiersin.org/articles/10.3389/fnhum.2015.00403/full	https://scholar.google.com/scholar?cites=5146078768935223136&as_sdt=2005&sciodt=2007&hl=en	26	2023-05-23 11:33:52	HTML	10.3389/fnhum.2015.00403							82	10.25	21	4	8	https://www.frontiersin.org/articles/10.3389/fnhum.2015.00403/full	1	1	1	0		0		
32	DE Warren, J Kurczek, MC Duff	What relates newspaper, definite, and clothing? An article describing deficits in convergent problem solving and creativity following hippocampal damage	2016	Hippocampus	Wiley Online Library	… thinking, has come from research using the Torrance Tests of Creative Thinking (TTCT). The … patients on sex, age, education, and handedness. The amnesic group included the same …	https://onlinelibrary.wiley.com/doi/abs/10.1002/hipo.22591	https://scholar.google.com/scholar?cites=1969339218518888418&as_sdt=2005&sciodt=2007&hl=en	27	2023-05-23 11:33:52		10.1002/hipo.22591							32	4.57	11	3	7	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hipo.22591	1	1	1	0		0		
70	GA Shaw, G Brown	Laterality and creativity concomitants of attention problems	1990	Developmental Neuropsychology	Taylor &Francis	… It has been predicted that we will find high talents in those exceptional persons who are characterized by left handedness and who have various allergies and learning disorders. …	https://www.tandfonline.com/doi/abs/10.1080/87565649009540448	https://scholar.google.com/scholar?cites=3309580802406527049&as_sdt=2005&sciodt=2007&hl=en	32	2023-05-23 11:33:52		10.1080/87565649009540448							70	2.12	35	2	33	https://www.tandfonline.com/doi/pdf/10.1080/87565649009540448	1	1	1	0		0		
5	LK Carter	The effects of multimodal creativity training on the creativity of twelfth graders	1983		search.proquest.com	… was assessed by the administration of the Torrance Tests of Creative Thinking (TTCT) (… hemispheres before the age of 5 and for left handed and ambidextrous adults. Furthermore, the …	https://search.proquest.com/openview/1db359389f92b844ec88cbce9384f13b/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=7089524219902102038&as_sdt=2005&sciodt=2007&hl=en	33	2023-05-23 11:33:52	BOOK								5	0.13	5	1	40	https://search.proquest.com/openview/1db359389f92b844ec88cbce9384f13b/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
0	DR WHITMAN	Schizotypal College Students		researchgate.net		… -report schizotypal personality inventories and a handedness inventory. The mean age of the … The first main effect, the relationship between group membership and the Torrance Tests of …	https://www.researchgate.net/profile/Russell-Whitman/publication/225908492_Creative_thinking_and_hemispheric_asymmetry_in_schizotypal_college_students/links/571788dc08ae09ceb264afb8/Creative-thinking-and-hemispheric-asymmetry-in-schizotypal-college-students.pdf		34	2023-05-23 11:33:52	PDF								0	0	0	1		https://www.researchgate.net/profile/Russell-Whitman/publication/225908492_Creative_thinking_and_hemispheric_asymmetry_in_schizotypal_college_students/links/571788dc08ae09ceb264afb8/Creative-thinking-and-hemispheric-asymmetry-in-schizotypal-college-students.pdf	1	1	1	0		0		
3	RM Shetkar, A Hankey, HR Nagendra…	Association between cyclic meditation and creative cognition: Optimizing connectivity between the frontal and parietal lobes	2019	International Journal of …	ncbi.nlm.nih.gov	… The Torrance tests of creativity are among the most widely … [12] Wechsler Adult Intelligence Scale and Torrance tests, … The inclusion criteria were right handedness;[21] no history of …	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6329224/	https://scholar.google.com/scholar?cites=6181478418506320132&as_sdt=2005&sciodt=2007&hl=en	35	2023-05-23 11:33:52	HTML								3	0.75	1	4	4	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6329224/	1	1	1	0		0		
15	DA Payne, KA Evans	The relationship of laterality to academic aptitude	1985	Educational and psychological …	journals.sagepub.com	… correlations between right hemisphere scores and a measure of creative personality of .57, and one of .52 between hemisphere scores and the Flexibility scale of the Torrance Tests of …	https://journals.sagepub.com/doi/pdf/10.1177/0013164485454031	https://scholar.google.com/scholar?cites=7127217513531025567&as_sdt=2005&sciodt=2007&hl=en	38	2023-05-23 11:33:52	PDF	10.1177/0013164485454031							15	0.39	8	2	38	https://journals.sagepub.com/doi/pdf/10.1177/0013164485454031	1	1	1	0		0		
232	H Takeuchi, Y Taki, Y Sassa, H Hashizume…	White matter structures associated with creativity: evidence from diffusion tensor imaging	2010	Neuroimage	Elsevier	Creativity has been essential to the development of human civilization and plays a crucial role in cultural life. However, despite literature that has proposed the importance of structural …	https://www.sciencedirect.com/science/article/pii/S105381191000203X	https://scholar.google.com/scholar?cites=3203501054110950141&as_sdt=2005&sciodt=2007&hl=en	39	2023-05-23 11:33:52	HTML								232	17.85	46	5	13	https://www.sciencedirect.com/science/article/pii/S105381191000203X	1	1	1	0		0		
3	WD DeMartini	An investigation of the effects of locus of control, evaluation anxiety and motivational rewards upon creative performance	1980		search.proquest.com	… as tested by the Torrance Tests of Creative Thinking and Rotter's … handedness abilities literature is uniform in its support of the hypothesis that right-handers are superior to left-handers …	https://search.proquest.com/openview/320d4e379df8af1ad4e8935518a47e2d/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=336207282147426556&as_sdt=2005&sciodt=2007&hl=en	40	2023-05-23 11:33:52	BOOK								3	0.07	3	1	43	https://search.proquest.com/openview/320d4e379df8af1ad4e8935518a47e2d/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
278	H Takeuchi, Y Taki, Y Sassa, H Hashizume…	Regional gray matter volume of dopaminergic system associate with creativity: evidence from voxel-based morphometry	2010	Neuroimage	Elsevier	… Nevertheless, the associations between creative achievement and scores of this test have not been demonstrated in peer reviewed journals, unlike the Torrance Tests of Creative …	https://www.sciencedirect.com/science/article/pii/S105381191000265X	https://scholar.google.com/scholar?cites=8270327954178581057&as_sdt=2005&sciodt=2007&hl=en	42	2023-05-23 11:33:52	HTML								278	21.38	56	5	13	https://www.sciencedirect.com/science/article/pii/S105381191000265X	1	1	1	0		0		
0	T Kanatschnig, A Fink, SE Kober	Increasing creative performance through basketball		osf.io		… ◦ Left-handed contractions lead to an increase, right-handed contractions to a decrease in … Left-handed dribbling leads to an increase in verbal &figural divergent thinking performance…	https://osf.io/j852m/download		43	2023-05-23 11:33:52	PDF								0	0	0	3		https://osf.io/j852m/download	1	1	1	0		0		
117	PD Madura	Relationships among vocal jazz improvisation achievement, jazz theory knowledge, imitative ability, musical experience, creativity, and gender	1996	Journal of Research in Music Education	journals.sagepub.com	The purpose of this study was to investigate relationships among various aspects of vocal jazz improvisation achievement and several predictor variables. Subjects included 101 …	https://journals.sagepub.com/doi/pdf/10.2307/3345598	https://scholar.google.com/scholar?cites=7468917412740022092&as_sdt=2005&sciodt=2007&hl=en	44	2023-05-23 11:33:52	PDF	10.2307/3345598							117	4.33	117	1	27	https://journals.sagepub.com/doi/pdf/10.2307/3345598	1	1	1	0		0		
31	GA Johns, LW Morse, DT Morse	An analysis of early vs. later responses on a divergent production task across three time press conditions	2001	The Journal of Creative …	Wiley Online Library	… order of gloves in which the shipment contained two left-handed gloves in a pair. Participants were … assessment of creativity such as the Torrance Tests or the Khatena-Morse Multitalent …	https://onlinelibrary.wiley.com/doi/abs/10.1002/j.2162-6057.2001.tb01222.x	https://scholar.google.com/scholar?cites=11498984907404809447&as_sdt=2005&sciodt=2007&hl=en	45	2023-05-23 11:33:52		10.1002/j.2162-6057.2001.tb01222.x							31	1.41	10	3	22	https://onlinelibrary.wiley.com/doi/pdf/10.1002/j.2162-6057.2001.tb01222.x	1	1	1	0		0		
3	N Schroeder	Failure to relate academic ability to the lateral eye-shift in elementary school children	1978	Perceptual and Motor Skills	journals.sagepub.com	Correlates of academic ability such as creativity, language use, locus of control, and achievement were not related to the lateral eye-shift for 147 sixth grade children. The lack of …	https://journals.sagepub.com/doi/pdf/10.2466/pms.1978.47.1.135	https://scholar.google.com/scholar?cites=9254923511339963113&as_sdt=2005&sciodt=2007&hl=en	47	2023-05-23 11:33:52	PDF	10.2466/pms.1978.47.1.135							3	0.07	3	1	45	https://journals.sagepub.com/doi/pdf/10.2466/pms.1978.47.1.135	1	1	1	0		0		
6	KH Kim	Cultural influence on creativity: The relationship between Confucianism and creativity	2004		getd.libs.uga.edu	… , 184 Korean educators’ scores on a measure of Confucianism (Eastern-Western Perspective Scale) were compared with their scores on a measure of creativity (Torrance Tests of …	https://getd.libs.uga.edu/pdfs/kim_kyunghee_200412_phd.pdf	https://scholar.google.com/scholar?cites=13097283836986012913&as_sdt=2005&sciodt=2007&hl=en	50	2023-05-23 11:33:52	PDF								6	0.32	6	1	19	https://getd.libs.uga.edu/pdfs/kim_kyunghee_200412_phd.pdf	1	1	1	0		0		
4	AM Poreh	Creative thinking abilities, schizotypal traits, and cerebral asymmetry	1991		search.proquest.com	… : Subjects: During the first phase of the study (Phase I), 295 English speaking, male, undergraduate students were screened in introductory psychology classes using a handedness …	https://search.proquest.com/openview/bb15a05ffc8a51b1ec8e7549f9998eb2/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=18254571911502368953&as_sdt=2005&sciodt=2007&hl=en	51	2023-05-23 11:33:52	BOOK								4	0.13	4	1	32	https://search.proquest.com/openview/bb15a05ffc8a51b1ec8e7549f9998eb2/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
15	DA Payne, KA Evans	Interrelationships among three measures of preference for cognitive style based on hemisphere specialization theory	1986	Perceptual and Motor Skills	journals.sagepub.com	… Data are reported concerning handedness, best/worst school subjects, aspects of work, … of 57, and with the Flexibility scale of the Torrance Tests of Geative Thinking of .52. The …	https://journals.sagepub.com/doi/pdf/10.2466/pms.1986.63.1.19	https://scholar.google.com/scholar?cites=16444681430498662623&as_sdt=2005&sciodt=2007&hl=en	52	2023-05-23 11:33:52	PDF	10.2466/pms.1986.63.1.19							15	0.41	8	2	37	https://journals.sagepub.com/doi/pdf/10.2466/pms.1986.63.1.19	1	1	1	0		0		
0	AJ Andres, TR Himsworth, A Weber, S Scott	Art and Medicine: A Collaborative Project Between Virginia Commonwealth University in Qatar and Weill Cornell Medicine in Qatar	2016		scholarscompass.vcu.edu	… Data instruments included pre-and post-course semi-structured audio interviews, pre-test/post-test psychometric instruments (Budner Scale and Torrance Tests of Creativity), …	https://scholarscompass.vcu.edu/libraries_pubs/38/		53	2023-05-23 11:33:52									0	0	0	4	7	https://scholarscompass.vcu.edu/cgi/viewcontent.cgi?article=1042&context=libraries_pubs	1	1	1	0		0		
5	D Naveh	Holistic education in action: An exploration of guided imagery in a middle grade science class and its impact on students	1985		search.proquest.com	Introduction. Holistic education is an educational approach that fosters the confluence of the cognitive and affective properties of the learner. The current study explored the impact of …	https://search.proquest.com/openview/5a77ba8136f8e4f9a0c9a6077f4e9328/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=1760335065073043654&as_sdt=2005&sciodt=2007&hl=en	55	2023-05-23 11:33:52	BOOK								5	0.13	5	1	38	https://search.proquest.com/openview/5a77ba8136f8e4f9a0c9a6077f4e9328/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
35	H Takeuchi, Y Taki, A Sekiguchi, R Nouchi…	Creativity measured by divergent thinking is associated with two axes of autistic characteristics	2014	Frontiers in …	frontiersin.org	… “Review of the torrance tests of creative thinking,” in The Ninth Mental Measurements Yearbook, ed. VJ Jr. Mitchell (Lincoln: University of Nebraska, Buros Institute of Mental …	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00921/full	https://scholar.google.com/scholar?cites=14415262880423667507&as_sdt=2005&sciodt=2007&hl=en	60	2023-05-23 11:33:52	HTML	10.3389/fpsyg.2014.00921							35	3.89	7	5	9	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00921/full	1	1	1	0		0		
0	RD Rubin	Cognitive neuroscience methodologies provide insight into medial temporal lobe contributions to perception, language, and creativity	2013		search.proquest.com	… We tested participants with hippocampal amnesia on the nationally normed Torrance Tests of Creative Thinking (TTCT). If characteristic relational processing features, attributed to …	https://search.proquest.com/openview/41d9d9f29a278984645cde570fc8ce2a/1?pq-origsite=gscholar&cbl=18750		64	2023-05-23 11:33:52	BOOK								0	0	0	1	10	https://search.proquest.com/openview/41d9d9f29a278984645cde570fc8ce2a/1?pq-origsite=gscholar&cbl=18750	1	1	1	0		0		
41	H Takeuchi, H Tomita, Y Taki, Y Kikuchi, C Ono…	The associations among the dopamine D2 receptor Taq1, emotional intelligence, creative potential measured by divergent thinking, and motivational state …	2015	Frontiers in …	frontiersin.org	… “Review of the torrance tests of creative thinking,” in The Ninth Mental Measurements Yearbook, ed VJ Mitchell Jr. (Lincoln: University of Nebraska, Buros Institute of Mental …	https://www.frontiersin.org/articles/10.3389/fpsyg.2015.00912/full	https://scholar.google.com/scholar?cites=904920298607840819&as_sdt=2005&sciodt=2007&hl=en	67	2023-05-23 11:33:52	HTML	10.3389/fpsyg.2015.00912							41	5.13	7	6	8	https://www.frontiersin.org/articles/10.3389/fpsyg.2015.00912/full	1	1	1	0		0		
13	PC Tu, YH Kuan, CT Li, TP Su	Structural correlates of creative thinking in patients with bipolar disorder and healthy controls—a voxel-based morphometry study	2017	Journal of affective disorders	Elsevier	Background This study investigated the structural correlates of creative thinking in patients with bipolar disorder (BD) to understand the possible neural mechanism of creative thinking …	https://www.sciencedirect.com/science/article/pii/S0165032716315087	https://scholar.google.com/scholar?cites=465168315963478792&as_sdt=2005&sciodt=2007&hl=en	68	2023-05-23 11:33:52	HTML								13	2.17	3	4	6	https://www.sciencedirect.com/science/article/pii/S0165032716315087	1	1	1	0		0		
